customer_id,signup_date,customer_type,region
CUST_0001,2023-01-26,Unknown,East
CUST_0002,2023-04-05,Unknown,East
CUST_0003,2023-02-07,Unknown,West
CUST_0004,2023-01-13,Unknown,East
CUST_0005,2023-04-22,Unknown,West
CUST_0006,2023-04-20,Unknown,West
CUST_0007,2023-02-02,Unknown,West
CUST_0008,2023-02-11,Unknown,North
CUST_0009,2023-03-06,Unknown,East
CUST_0010,2023-04-30,Unknown,North
CUST_0011,2023-02-22,Unknown,North
CUST_0012,2023-03-21,Unknown,West
CUST_0013,2023-01-28,Unknown,East
CUST_0014,2023-01-07,Unknown,North
CUST_0015,2023-03-14,Unknown,East
CUST_0016,2023-02-05,Unknown,East
CUST_0017,2023-03-26,Unknown,East
CUST_0018,2023-02-14,Unknown,East
CUST_0019,2023-03-15,Unknown,South
CUST_0020,2023-02-14,Unknown,South
CUST_0021,2023-01-26,Unknown,South
CUST_0022,2023-03-25,Unknown,West
CUST_0023,2023-01-09,Unknown,East
CUST_0024,2023-03-27,Unknown,East
CUST_0025,2023-03-09,Unknown,East
CUST_0026,2023-04-20,Unknown,East
CUST_0027,2023-01-22,Unknown,East
CUST_0028,2023-01-18,Unknown,North
CUST_0029,2023-01-20,Unknown,North
CUST_0030,2023-04-05,Unknown,East
CUST_0031,2023-02-12,Unknown,South
CUST_0032,2023-04-30,Unknown,North
CUST_0033,2023-04-28,Unknown,North
CUST_0034,2023-03-21,Unknown,South
CUST_0035,2023-04-07,Unknown,South
CUST_0036,2023-04-15,Unknown,West
CUST_0037,2023-05-01,Unknown,South
CUST_0038,2023-02-26,Unknown,East
CUST_0039,2023-03-31,Unknown,East
CUST_0040,2023-03-29,Unknown,West
CUST_0041,2023-03-01,Unknown,South
CUST_0042,2023-01-19,Unknown,West
CUST_0043,2023-03-20,Unknown,South
CUST_0044,2023-02-02,Unknown,East
CUST_0045,2023-02-07,Unknown,South
CUST_0046,2023-03-17,Unknown,West
CUST_0047,2023-03-23,Unknown,South
CUST_0048,2023-03-06,Unknown,East
CUST_0049,2023-01-04,Unknown,North
CUST_0050,2023-04-18,Unknown,South
CUST_0051,2023-01-01,Unknown,West
CUST_0052,2023-03-23,Unknown,East
CUST_0053,2023-02-07,Unknown,East
CUST_0054,2023-02-01,Unknown,East
CUST_0055,2023-01-22,Unknown,West
CUST_0056,2023-02-05,Unknown,East
CUST_0057,2023-04-06,Unknown,West
CUST_0058,2023-03-01,Unknown,South
CUST_0059,2023-04-24,Unknown,North
CUST_0060,2023-04-17,Unknown,North
CUST_0061,2023-02-19,Unknown,South
CUST_0062,2023-02-18,Unknown,West
CUST_0063,2023-01-12,Unknown,West
CUST_0064,2023-04-28,Unknown,West
CUST_0065,2023-04-21,Unknown,West
CUST_0066,2023-02-22,Unknown,West
CUST_0067,2023-03-04,Unknown,South
CUST_0068,2023-02-02,Unknown,East
CUST_0069,2023-03-20,Unknown,South
CUST_0070,2023-02-23,Unknown,South
CUST_0071,2023-03-17,Unknown,West
CUST_0072,2023-04-11,Unknown,South
CUST_0073,2023-01-24,Unknown,West
CUST_0074,2023-04-04,Unknown,South
CUST_0075,2023-01-15,Unknown,North
CUST_0076,2023-02-22,Unknown,South
CUST_0077,2023-03-24,Unknown,West
CUST_0078,2023-04-25,Unknown,North
CUST_0079,2023-03-24,Unknown,South
CUST_0080,2023-03-18,Unknown,West
CUST_0081,2023-03-29,Unknown,East
CUST_0082,2023-02-13,Unknown,East
CUST_0083,2023-02-02,Unknown,East
CUST_0084,2023-01-24,Unknown,North
CUST_0085,2023-04-06,Unknown,East
CUST_0086,2023-05-01,Unknown,East
CUST_0087,2023-01-28,Unknown,West
CUST_0088,2023-04-09,Unknown,South
CUST_0089,2023-03-01,Unknown,North
CUST_0090,2023-04-25,Unknown,East
CUST_0091,2023-03-03,Unknown,North
CUST_0092,2023-03-08,Unknown,North
CUST_0093,2023-04-01,Unknown,South
CUST_0094,2023-03-01,Unknown,West
CUST_0095,2023-01-12,Unknown,South
CUST_0096,2023-04-02,Unknown,East
CUST_0097,2023-03-14,Unknown,South
CUST_0098,2023-03-18,Unknown,North
CUST_0099,2023-03-22,Unknown,North
CUST_0100,2023-02-06,Unknown,West
CUST_0101,2023-02-19,Unknown,North
CUST_0102,2023-04-15,Unknown,East
CUST_0103,2023-04-02,Unknown,North
CUST_0104,2023-03-21,Unknown,North
CUST_0105,2023-01-17,Unknown,South
CUST_0106,2023-01-05,Unknown,North
CUST_0107,2023-04-03,Unknown,South
CUST_0108,2023-04-02,Unknown,East
CUST_0109,2023-03-20,Unknown,East
CUST_0110,2023-03-11,Unknown,South
CUST_0111,2023-03-05,Unknown,North
CUST_0112,2023-03-16,Unknown,North
CUST_0113,2023-01-09,Unknown,North
CUST_0114,2023-04-23,Unknown,North
CUST_0115,2023-04-22,Unknown,East
CUST_0116,2023-01-10,Unknown,North
CUST_0117,2023-03-07,Unknown,South
CUST_0118,2023-01-01,Unknown,South
CUST_0119,2023-02-09,Unknown,East
CUST_0120,2023-03-31,Unknown,East
CUST_0121,2023-02-23,Unknown,North
CUST_0122,2023-01-18,Unknown,North
CUST_0123,2023-04-09,Unknown,South
CUST_0124,2023-03-20,Unknown,East
CUST_0125,2023-02-06,Unknown,North
CUST_0126,2023-01-18,Unknown,North
CUST_0127,2023-03-09,Unknown,West
CUST_0128,2023-03-16,Unknown,South
CUST_0129,2023-02-02,Unknown,East
CUST_0130,2023-03-24,Unknown,North
CUST_0131,2023-01-22,Unknown,South
CUST_0132,2023-03-15,Unknown,East
CUST_0133,2023-04-28,Unknown,North
CUST_0134,2023-02-14,Unknown,East
CUST_0135,2023-03-25,Unknown,East
CUST_0136,2023-01-29,Unknown,West
CUST_0137,2023-04-10,Unknown,West
CUST_0138,2023-01-06,Unknown,South
CUST_0139,2023-03-27,Unknown,West
CUST_0140,2023-03-19,Unknown,East
CUST_0141,2023-04-30,Unknown,East
CUST_0142,2023-04-03,Unknown,South
CUST_0143,2023-03-10,Unknown,East
CUST_0144,2023-03-29,Unknown,North
CUST_0145,2023-02-06,Unknown,South
CUST_0146,2023-01-27,Unknown,East
CUST_0147,2023-01-19,Unknown,North
CUST_0148,2023-02-16,Unknown,North
CUST_0149,2023-01-19,Unknown,West
CUST_0150,2023-03-10,Unknown,East
CUST_0151,2023-03-15,Unknown,North
CUST_0152,2023-02-27,Unknown,South
CUST_0153,2023-04-20,Unknown,West
CUST_0154,2023-01-23,Unknown,West
CUST_0155,2023-04-10,Unknown,East
CUST_0156,2023-04-15,Unknown,East
CUST_0157,2023-02-18,Unknown,North
CUST_0158,2023-04-26,Unknown,South
CUST_0159,2023-04-28,Unknown,West
CUST_0160,2023-02-25,Unknown,North
CUST_0161,2023-03-29,Unknown,West
CUST_0162,2023-01-09,Unknown,South
CUST_0163,2023-04-08,Unknown,West
CUST_0164,2023-02-04,Unknown,West
CUST_0165,2023-04-18,Unknown,West
CUST_0166,2023-03-31,Unknown,West
CUST_0167,2023-03-10,Unknown,South
CUST_0168,2023-03-18,Unknown,North
CUST_0169,2023-04-19,Unknown,West
CUST_0170,2023-02-23,Unknown,West
CUST_0171,2023-02-20,Unknown,West
CUST_0172,2023-02-04,Unknown,West
CUST_0173,2023-04-23,Unknown,East
CUST_0174,2023-04-08,Unknown,South
CUST_0175,2023-04-19,Unknown,East
CUST_0176,2023-04-28,Unknown,East
CUST_0177,2023-02-17,Unknown,North
CUST_0178,2023-04-28,Unknown,East
CUST_0179,2023-03-29,Unknown,East
CUST_0180,2023-02-03,Unknown,North
CUST_0181,2023-03-02,Unknown,South
CUST_0182,2023-03-04,Unknown,North
CUST_0183,2023-01-14,Unknown,South
CUST_0184,2023-03-26,Unknown,South
CUST_0185,2023-04-02,Unknown,West
CUST_0186,2023-02-01,Unknown,North
CUST_0187,2023-01-13,Unknown,West
CUST_0188,2023-02-22,Unknown,East
CUST_0189,2023-02-04,Unknown,East
CUST_0190,2023-03-31,Unknown,West
CUST_0191,2023-04-23,Unknown,South
CUST_0192,2023-03-07,Unknown,West
CUST_0193,2023-01-08,Unknown,North
CUST_0194,2023-05-01,Unknown,East
CUST_0195,2023-04-17,Unknown,West
CUST_0196,2023-01-28,Unknown,West
CUST_0197,2023-03-14,Unknown,East
CUST_0198,2023-01-23,Unknown,East
CUST_0199,2023-04-06,Unknown,West
CUST_0200,2023-01-04,Unknown,West
CUST_0201,2023-03-05,Unknown,East
CUST_0202,2023-02-12,Unknown,South
CUST_0203,2023-03-03,Unknown,South
CUST_0204,2023-05-01,Unknown,West
CUST_0205,2023-04-15,Unknown,West
CUST_0206,2023-04-27,Unknown,East
CUST_0207,2023-04-08,Unknown,North
CUST_0208,2023-01-09,Unknown,North
CUST_0209,2023-04-26,Unknown,West
CUST_0210,2023-01-29,Unknown,South
CUST_0211,2023-04-10,Unknown,North
CUST_0212,2023-03-29,Unknown,North
CUST_0213,2023-02-18,Unknown,East
CUST_0214,2023-04-18,Unknown,South
CUST_0215,2023-02-20,Unknown,West
CUST_0216,2023-03-11,Unknown,South
CUST_0217,2023-02-20,Unknown,East
CUST_0218,2023-01-24,Unknown,North
CUST_0219,2023-03-24,Unknown,West
CUST_0220,2023-01-18,Unknown,West
CUST_0221,2023-01-13,Unknown,South
CUST_0222,2023-04-04,Unknown,West
CUST_0223,2023-04-06,Unknown,South
CUST_0224,2023-01-10,Unknown,West
CUST_0225,2023-02-28,Unknown,East
CUST_0226,2023-04-25,Unknown,East
CUST_0227,2023-03-10,Unknown,North
CUST_0228,2023-02-20,Unknown,North
CUST_0229,2023-04-19,Unknown,West
CUST_0230,2023-04-23,Unknown,East
CUST_0231,2023-04-03,Unknown,West
CUST_0232,2023-01-29,Unknown,South
CUST_0233,2023-03-14,Unknown,East
CUST_0234,2023-02-16,Unknown,West
CUST_0235,2023-03-14,Unknown,South
CUST_0236,2023-04-02,Unknown,North
CUST_0237,2023-04-28,Unknown,East
CUST_0238,2023-01-14,Unknown,North
CUST_0239,2023-02-10,Unknown,North
CUST_0240,2023-04-28,Unknown,East
CUST_0241,2023-02-15,Unknown,South
CUST_0242,2023-02-04,Unknown,East
CUST_0243,2023-03-20,Unknown,East
CUST_0244,2023-02-21,Unknown,North
CUST_0245,2023-02-01,Unknown,South
CUST_0246,2023-02-19,Unknown,East
CUST_0247,2023-04-07,Unknown,South
CUST_0248,2023-02-19,Unknown,West
CUST_0249,2023-02-18,Unknown,West
CUST_0250,2023-04-27,Unknown,West
CUST_0251,2023-04-04,Unknown,South
CUST_0252,2023-03-23,Unknown,South
CUST_0253,2023-03-25,Unknown,South
CUST_0254,2023-03-16,Unknown,East
CUST_0255,2023-01-17,Unknown,West
CUST_0256,2023-01-20,Unknown,East
CUST_0257,2023-03-21,Unknown,South
CUST_0258,2023-01-17,Unknown,West
CUST_0259,2023-03-14,Unknown,South
CUST_0260,2023-04-10,Unknown,West
CUST_0261,2023-03-05,Unknown,North
CUST_0262,2023-04-27,Unknown,South
CUST_0263,2023-04-30,Unknown,North
CUST_0264,2023-04-13,Unknown,West
CUST_0265,2023-03-24,Unknown,South
CUST_0266,2023-01-18,Unknown,East
CUST_0267,2023-01-16,Unknown,North
CUST_0268,2023-03-05,Unknown,East
CUST_0269,2023-04-04,Unknown,East
CUST_0270,2023-04-09,Unknown,West
CUST_0271,2023-03-28,Unknown,East
CUST_0272,2023-04-10,Unknown,North
CUST_0273,2023-04-08,Unknown,West
CUST_0274,2023-04-07,Unknown,West
CUST_0275,2023-03-17,Unknown,South
CUST_0276,2023-02-21,Unknown,West
CUST_0277,2023-02-13,Unknown,South
CUST_0278,2023-04-01,Unknown,North
CUST_0279,2023-04-08,Unknown,East
CUST_0280,2023-01-12,Unknown,North
CUST_0281,2023-01-24,Unknown,West
CUST_0282,2023-04-09,Unknown,South
CUST_0283,2023-04-06,Unknown,West
CUST_0284,2023-01-29,Unknown,North
CUST_0285,2023-03-28,Unknown,East
CUST_0286,2023-03-24,Unknown,North
CUST_0287,2023-01-14,Unknown,North
CUST_0288,2023-03-22,Unknown,South
CUST_0289,2023-04-26,Unknown,South
CUST_0290,2023-01-16,Unknown,West
CUST_0291,2023-02-25,Unknown,South
CUST_0292,2023-04-08,Unknown,East
CUST_0293,2023-02-20,Unknown,East
CUST_0294,2023-02-13,Unknown,North
CUST_0295,2023-03-07,Unknown,East
CUST_0296,2023-01-03,Unknown,South
CUST_0297,2023-01-22,Unknown,East
CUST_0298,2023-01-01,Unknown,North
CUST_0299,2023-01-20,Unknown,South
CUST_0300,2023-04-18,Unknown,West
CUST_0301,2023-03-05,Unknown,South
CUST_0302,2023-03-06,Unknown,East
CUST_0303,2023-01-10,Unknown,North
CUST_0304,2023-01-30,Unknown,West
CUST_0305,2023-04-03,Unknown,North
CUST_0306,2023-04-16,Unknown,North
CUST_0307,2023-01-23,Unknown,South
CUST_0308,2023-04-05,Unknown,South
CUST_0309,2023-02-06,Unknown,East
CUST_0310,2023-05-01,Unknown,South
CUST_0311,2023-01-18,Unknown,South
CUST_0312,2023-03-28,Unknown,North
CUST_0313,2023-03-22,Unknown,South
CUST_0314,2023-01-28,Unknown,West
CUST_0315,2023-04-12,Unknown,North
CUST_0316,2023-04-27,Unknown,North
CUST_0317,2023-02-25,Unknown,South
CUST_0318,2023-03-17,Unknown,East
CUST_0319,2023-04-04,Unknown,West
CUST_0320,2023-02-25,Unknown,South
CUST_0321,2023-04-15,Unknown,West
CUST_0322,2023-03-14,Unknown,South
CUST_0323,2023-04-26,Unknown,North
CUST_0324,2023-04-22,Unknown,South
CUST_0325,2023-04-07,Unknown,East
CUST_0326,2023-04-12,Unknown,North
CUST_0327,2023-02-12,Unknown,North
CUST_0328,2023-03-21,Unknown,West
CUST_0329,2023-01-24,Unknown,South
CUST_0330,2023-02-26,Unknown,South
CUST_0331,2023-04-25,Unknown,South
CUST_0332,2023-01-22,Unknown,North
CUST_0333,2023-02-01,Unknown,East
CUST_0334,2023-01-24,Unknown,East
CUST_0335,2023-01-25,Unknown,North
CUST_0336,2023-02-24,Unknown,South
CUST_0337,2023-04-20,Unknown,East
CUST_0338,2023-01-13,Unknown,South
CUST_0339,2023-01-07,Unknown,West
CUST_0340,2023-04-07,Unknown,West
CUST_0341,2023-03-31,Unknown,South
CUST_0342,2023-04-28,Unknown,North
CUST_0343,2023-01-21,Unknown,North
CUST_0344,2023-01-05,Unknown,East
CUST_0345,2023-01-16,Unknown,West
CUST_0346,2023-01-27,Unknown,North
CUST_0347,2023-02-08,Unknown,South
CUST_0348,2023-04-03,Unknown,North
CUST_0349,2023-01-16,Unknown,East
CUST_0350,2023-03-25,Unknown,East
CUST_0351,2023-03-09,Unknown,South
CUST_0352,2023-04-13,Unknown,North
CUST_0353,2023-01-04,Unknown,East
CUST_0354,2023-02-28,Unknown,East
CUST_0355,2023-02-07,Unknown,South
CUST_0356,2023-01-03,Unknown,East
CUST_0357,2023-03-07,Unknown,East
CUST_0358,2023-02-13,Unknown,South
CUST_0359,2023-01-01,Unknown,West
CUST_0360,2023-04-12,Unknown,East
CUST_0361,2023-01-09,Unknown,North
CUST_0362,2023-04-17,Unknown,South
CUST_0363,2023-03-19,Unknown,East
CUST_0364,2023-01-02,Unknown,South
CUST_0365,2023-01-20,Unknown,North
CUST_0366,2023-01-27,Unknown,East
CUST_0367,2023-02-06,Unknown,East
CUST_0368,2023-01-12,Unknown,East
CUST_0369,2023-04-08,Unknown,West
CUST_0370,2023-03-27,Unknown,West
CUST_0371,2023-01-05,Unknown,East
CUST_0372,2023-02-09,Unknown,West
CUST_0373,2023-03-10,Unknown,East
CUST_0374,2023-01-17,Unknown,North
CUST_0375,2023-03-01,Unknown,South
CUST_0376,2023-01-10,Unknown,West
CUST_0377,2023-04-20,Unknown,South
CUST_0378,2023-03-17,Unknown,South
CUST_0379,2023-04-03,Unknown,South
CUST_0380,2023-01-18,Unknown,South
CUST_0381,2023-02-21,Unknown,East
CUST_0382,2023-04-13,Unknown,East
CUST_0383,2023-01-22,Unknown,South
CUST_0384,2023-04-07,Unknown,South
CUST_0385,2023-04-02,Unknown,North
CUST_0386,2023-01-02,Unknown,West
CUST_0387,2023-01-30,Unknown,West
CUST_0388,2023-04-13,Unknown,East
CUST_0389,2023-02-10,Unknown,East
CUST_0390,2023-01-04,Unknown,East
CUST_0391,2023-04-28,Unknown,West
CUST_0392,2023-04-01,Unknown,West
CUST_0393,2023-04-30,Unknown,North
CUST_0394,2023-01-17,Unknown,North
CUST_0395,2023-03-31,Unknown,West
CUST_0396,2023-04-17,Unknown,West
CUST_0397,2023-04-26,Unknown,East
CUST_0398,2023-04-05,Unknown,North
CUST_0399,2023-04-17,Unknown,South
CUST_0400,2023-01-05,Unknown,North
CUST_0401,2023-03-21,Unknown,North
CUST_0402,2023-04-21,Unknown,West
CUST_0403,2023-01-03,Unknown,East
CUST_0404,2023-01-11,Unknown,North
CUST_0405,2023-02-15,Unknown,West
CUST_0406,2023-02-19,Unknown,North
CUST_0407,2023-04-25,Unknown,South
CUST_0408,2023-04-05,Unknown,West
CUST_0409,2023-04-13,Unknown,South
CUST_0410,2023-04-30,Unknown,West
CUST_0411,2023-04-21,Unknown,West
CUST_0412,2023-03-17,Unknown,North
CUST_0413,2023-04-06,Unknown,North
CUST_0414,2023-02-15,Unknown,North
CUST_0415,2023-03-26,Unknown,North
CUST_0416,2023-02-14,Unknown,West
CUST_0417,2023-03-01,Unknown,West
CUST_0418,2023-04-18,Unknown,South
CUST_0419,2023-02-28,Unknown,North
CUST_0420,2023-02-12,Unknown,South
CUST_0421,2023-04-11,Unknown,South
CUST_0422,2023-04-02,Unknown,North
CUST_0423,2023-02-28,Unknown,West
CUST_0424,2023-03-22,Unknown,West
CUST_0425,2023-03-19,Unknown,East
CUST_0426,2023-02-21,Unknown,South
CUST_0427,2023-01-19,Unknown,West
CUST_0428,2023-02-02,Unknown,North
CUST_0429,2023-04-25,Unknown,North
CUST_0430,2023-02-07,Unknown,East
CUST_0431,2023-04-14,Unknown,North
CUST_0432,2023-01-21,Unknown,East
CUST_0433,2023-04-08,Unknown,West
CUST_0434,2023-03-06,Unknown,South
CUST_0435,2023-02-24,Unknown,East
CUST_0436,2023-04-22,Unknown,West
CUST_0437,2023-03-27,Unknown,East
CUST_0438,2023-04-06,Unknown,West
CUST_0439,2023-03-10,Unknown,South
CUST_0440,2023-01-07,Unknown,West
CUST_0441,2023-02-02,Unknown,East
CUST_0442,2023-02-10,Unknown,North
CUST_0443,2023-01-09,Unknown,East
CUST_0444,2023-01-09,Unknown,South
CUST_0445,2023-01-24,Unknown,West
CUST_0446,2023-03-20,Unknown,West
CUST_0447,2023-03-03,Unknown,West
CUST_0448,2023-02-27,Unknown,South
CUST_0449,2023-04-07,Unknown,West
CUST_0450,2023-01-22,Unknown,South
CUST_0451,2023-01-12,Unknown,East
CUST_0452,2023-01-21,Unknown,South
CUST_0453,2023-03-16,Unknown,West
CUST_0454,2023-04-16,Unknown,West
CUST_0455,2023-01-09,Unknown,South
CUST_0456,2023-04-18,Unknown,South
CUST_0457,2023-02-13,Unknown,South
CUST_0458,2023-03-24,Unknown,East
CUST_0459,2023-02-22,Unknown,North
CUST_0460,2023-04-21,Unknown,East
CUST_0461,2023-03-22,Unknown,North
CUST_0462,2023-03-29,Unknown,West
CUST_0463,2023-02-17,Unknown,West
CUST_0464,2023-01-07,Unknown,North
CUST_0465,2023-02-27,Unknown,East
CUST_0466,2023-04-20,Unknown,South
CUST_0467,2023-01-09,Unknown,North
CUST_0468,2023-04-18,Unknown,East
CUST_0469,2023-03-27,Unknown,South
CUST_0470,2023-04-12,Unknown,North
CUST_0471,2023-03-15,Unknown,East
CUST_0472,2023-03-20,Unknown,West
CUST_0473,2023-03-15,Unknown,South
CUST_0474,2023-03-22,Unknown,North
CUST_0475,2023-04-26,Unknown,North
CUST_0476,2023-02-27,Unknown,West
CUST_0477,2023-01-18,Unknown,South
CUST_0478,2023-02-05,Unknown,East
CUST_0479,2023-02-22,Unknown,West
CUST_0480,2023-01-11,Unknown,North
CUST_0481,2023-02-23,Unknown,North
CUST_0482,2023-03-20,Unknown,North
CUST_0483,2023-04-24,Unknown,West
CUST_0484,2023-04-05,Unknown,North
CUST_0485,2023-01-14,Unknown,North
CUST_0486,2023-04-23,Unknown,North
CUST_0487,2023-04-04,Unknown,East
CUST_0488,2023-02-15,Unknown,South
CUST_0489,2023-02-18,Unknown,South
CUST_0490,2023-03-12,Unknown,West
CUST_0491,2023-03-08,Unknown,South
CUST_0492,2023-03-25,Unknown,East
CUST_0493,2023-01-19,Unknown,East
CUST_0494,2023-01-01,Unknown,South
CUST_0495,2023-02-05,Unknown,South
CUST_0496,2023-02-11,Unknown,West
CUST_0497,2023-03-28,Unknown,North
CUST_0498,2023-03-26,Unknown,East
CUST_0499,2023-01-15,Unknown,South
CUST_0500,2023-01-18,Unknown,South
